车站ID,名称,路线,序号,经度,纬度
BV09248059,玛钢厂地铁站,800路,10,"117.251674,39.062455",
BV10041485,海翔公寓站,800路,11,"117.248932,39.064381",
BV10041474,河西支队,800路,12,"117.250488,39.069675",
BV10041473,怒江道,800路,13,"117.250781,39.071694",
BV11255103,洞庭一号桥站,800路,14,"117.251511,39.077435",
BV10041483,洞庭路,800路,15,"117.249818,39.079923",
BV10041482,洪泽路,800路,16,"117.23918,39.080182",
BV10041481,太湖路,800路,17,"117.234917,39.080208",
BV11430090,天津第四中学,800路,18,"117.229748,39.080239",
BV11154470,平江南里,800路,19,"117.222703,39.080025",
BV10041161,文玥里,800路,20,"117.215644,39.079028",
BV11219867,平江南道,800路,21,"117.210204,39.081304",
BV10041749,宾馆南道站,800路,22,"117.207739,39.084501",
BV11027443,银河广场北,800路,23,"117.203419,39.090274",
BV10885061,鑫银大厦,800路,24,"117.203341,39.096661",
BV11390689,马场道儿童医院站,800路,25,"117.196814,39.10079",
BV10041744,天和医院,800路,26,"117.195717,39.102734",
BV10041742,云南路站,800路,27,"117.193995,39.109914",
BV10041741,市一中站,800路,28,"117.193995,39.11534",
BV10040806,滨江道,800路,29,"117.194239,39.119657",
BV11038528,鞍山道地铁站,800路,30,"117.188772,39.120305",
BV11430231,海光寺地铁站,800路,31,"117.177795,39.122265",
BV10040297,长江道,800路,32,"117.174525,39.125834",
BV09130088,二纬路地铁站,800路,33,"117.174769,39.129645",
BV11427260,翔宇公园,800路,34,"117.174184,39.132743",
BV10040300,南马路站,800路,35,"117.17203,39.14037",
BV10041049,西马路,800路,36,"117.169653,39.146532",
BV10041040,铃铛阁,800路,37,"117.166988,39.146506",
BV10041050,复兴路,800路,38,"117.162285,39.146576",
BV10403859,吕祖堂,800路,39,"117.157944,39.146812",
BV11439315,芥园道怡德路,800路,40,"117.151997,39.146493",
BV09265934,小西关,800路,41,"117.149818,39.147049",
BV10040949,西青道,800路,42,"117.151452,39.150984",
BV10040788,红旗地道,800路,43,"117.150977,39.161068",
BV10040792,洪湖里,800路,44,"117.153252,39.16856",
BV11430093,勤俭道光荣道,800路,45,"117.157516,39.174343",
BV10040247,丁字沽四段,800路,46,"117.160078,39.180625",
BV10040248,丁字沽八段,800路,47,"117.155396,39.182869",
BV11151857,丁字沽十三段,800路,48,"117.149727,39.1856",
BV10044831,本溪路公交站,800路,49,"117.144641,39.187267",
BV10044980,梅江西公交站,323路,1,"117.198746,39.038906",
BV10044979,逸涛园,323路,2,"117.201536,39.038446",
BV10044978,海波道,323路,3,"117.20118,39.041828",
BV10044977,万绿花园,323路,4,"117.201137,39.046402",
BV10044976,云舒花园,323路,5,"117.201645,39.053142",
BV10605635,鸣泉花园,323路,6,"117.204559,39.056152",
BV10044974,融创海逸王座,323路,7,"117.211055,39.054974",
BV10044114,恋海园,323路,8,"117.214718,39.057005",
BV10041735,友谊南路桥,323路,9,"117.21781,39.057613",
BV10428869,富力津门湖公交站,323路,10,"117.210059,39.0626",
BV10717722,王村公交站,711路,1,"117.222152,39.005675",
BV10042331,赛达路宏源道,711路,2,"117.226753,39.003967",
BV10042332,玛歌庄园,711路,3,"117.228724,38.999948",
BV10041933,渤海天易园,711路,4,"117.225301,38.995746",
BV10042333,峰山药王庙,711路,5,"117.21862,38.995686",
BV11382424,峰山药王庙公园,711路,6,"117.216684,39.001437",
BV11382425,鑫苑花园,711路,7,"117.216507,39.004117",
BV11382426,金龙花园,711路,8,"117.213685,39.004353",
BV11382423,泉集南里,711路,9,"117.210069,39.00714",
BV10041884,泉集里,711路,10,"117.210065,39.01022",
BV10403897,泉集北里,711路,11,"117.212261,39.010556",
BV11632131,龙泉道,711路,12,"117.215425,39.011011",
BV10042848,兴华道,711路,13,"117.21631,39.017058",
BV10041949,兴华五支路,711路,14,"117.224792,39.017934",
BV10041948,兴华四支路,711路,15,"117.229309,39.018044",
BV10041947,兴华二支路,711路,16,"117.234879,39.018177",
BV10042849,兴华一支路,711路,17,"117.237826,39.018247",
BV10040628,大寺镇政府,711路,18,"117.241051,39.019737",
BV11283406,仁居锦园,711路,19,"117.241615,39.023516",
BV10044108,周庄子村口,711路,20,"117.231483,39.027061",
BV10044107,倪黄庄,711路,21,"117.225701,39.028351",
BV10041825,梅江康城,711路,22,"117.222426,39.028938",
BV11123460,梨双路友谊路口,711路,23,"117.219536,39.029488",
BV10041844,宇泰家园,711路,24,"117.214032,39.030451",
BV09084030,门道口,711路,25,"117.208695,39.031445",
BV10041846,腾达园,711路,26,"117.201905,39.032218",
BV11250458,梨园头,711路,27,"117.19553,39.032726",
BV10444755,九十五中学,711路,28,"117.195488,39.040108",
BV11296208,高庄子站,711路,29,"117.195465,39.043625",
BV11296184,小倪庄站,711路,30,"117.195249,39.051028",
BV10041819,王兰庄,711路,31,"117.193993,39.058181",
BV09084185,丽江道地铁站站,711路,32,"117.193738,39.060718",
BV09271791,纪明家园,711路,33,"117.191381,39.064167",
BV10040537,中石油桥站,711路,34,"117.18747,39.06827",
BV11427252,中石油桥西站,711路,35,"117.183993,39.069144",
BV10040282,凌庄子,711路,36,"117.174759,39.071309",
BV10040311,彩虹花园站,711路,37,"117.164184,39.073294",
BV10040312,金谷园站,711路,38,"117.157238,39.073567",
BV09053281,南翠屏公园,711路,39,"117.151909,39.075844",
BV10041286,观园公寓,711路,40,"117.149702,39.082238",
BV11046281,迎风道地铁站,711路,41,"117.14959,39.086048",
BV09060536,红旗南路园荫道站,711路,42,"117.149605,39.09047",
BV09196111,王顶堤立交桥南,711路,43,"117.149597,39.094311",
BV10041629,王顶堤金冠里站,711路,44,"117.143622,39.099216",
BV10327136,保泽道,711路,45,"117.132882,39.108863",
BV11671771,城市规划设计总院,711路,46,"117.136286,39.116759",
BV10896751,嘉陵南里,711路,47,"117.138756,39.125084",
BV10042406,嘉陵南里公交站,711路,48,"117.136538,39.126836",
BV10682315,天职师大公交站,753路,1,"117.299688,39.05906",
BV10044021,景盛路,753路,2,"117.296561,39.056131",
BV10041212,海天路,753路,3,"117.293485,39.053689",
BV09160565,渌水道津陵路,753路,4,"117.290176,39.051956",
BV10342059,渌水道艺林路,753路,5,"117.284622,39.050278",
BV10342061,宝聚家园,753路,6,"117.277725,39.04808",
BV11667765,渌水道地铁站,753路,7,"117.269429,39.046104",
BV11638974,微山路浯水道,753路,8,"117.267921,39.049583",
BV10449477,微山路桂江里,753路,9,"117.266762,39.052605",
BV10041745,微山路贵山里,753路,10,"117.265511,39.056076",
BV10442857,微山路双水道,753路,11,"117.264731,39.058346",
BV10041696,陵水道,753路,12,"117.263637,39.061454",
BV09247249,微山路地铁站,753路,13,"117.258498,39.062842",
BV09248059,玛钢厂地铁站,753路,14,"117.251674,39.062455",
BV10041537,珠江桥,753路,15,"117.246429,39.062675",
BV09053290,春海路地铁站,753路,16,"117.240672,39.063523",
BV10041539,名都新园,753路,17,"117.233329,39.063672",
BV09069515,南珠桥地铁站,753路,18,"117.228298,39.063718",
BV09069516,珠江道九连山路,753路,19,"117.22291,39.063792",
BV09067432,友谊南路地铁站,753路,20,"117.217614,39.062558",
BV10041735,友谊南路桥,753路,21,"117.217575,39.057831",
BV10044114,恋海园,753路,22,"117.214657,39.057096",
BV10044974,融创海逸王座,753路,23,"117.211007,39.055061",
BV10605635,鸣泉花园,753路,24,"117.204704,39.056229",
BV11667764,梅江西路,753路,25,"117.196949,39.056986",
BV11077422,美域兰庭,753路,26,"117.190491,39.055901",
BV10042206,王兰花园,753路,27,"117.187438,39.055152",
BV11667717,东第万科广场公交站,753路,28,"117.18661,39.046675",
BV10682315,天职师大公交站,665路,1,"117.299688,39.05906",
BV11287956,天职师大,665路,2,"117.299141,39.060738",
BV10040458,中铁十八局,665路,3,"117.294227,39.063516",
BV10040442,轻化所,665路,4,"117.291718,39.064957",
BV10041602,雅致里,665路,5,"117.284393,39.066422",
BV10041603,长湖路,665路,6,"117.281215,39.064242",
BV11035200,财经大学地铁站,665路,7,"117.2743,39.063801",
BV10041204,泰山里,665路,8,"117.268119,39.063421",
BV10041203,双山里,665路,9,"117.265167,39.06326",
BV09247249,微山路地铁站,665路,10,"117.258498,39.062842",
BV09248059,玛钢厂地铁站,665路,11,"117.251674,39.062455",
BV10041537,珠江桥,665路,12,"117.246429,39.062675",
BV09053290,春海路地铁站,665路,13,"117.240672,39.063523",
BV10041539,名都新园,665路,14,"117.233329,39.063672",
BV11296196,珠江装饰城,665路,15,"117.232352,39.065143",
BV10041067,郁江南里,665路,16,"117.232452,39.073186",
BV10041068,文才公寓,665路,17,"117.232487,39.07755",
BV11430090,天津第四中学,665路,18,"117.229748,39.080239",
BV11156772,医大二院地铁站,665路,19,"117.223972,39.082064",
BV10879830,二附属医院,665路,20,"117.222481,39.084217",
BV10041073,科技馆,665路,21,"117.219523,39.0877",
BV11430230,隆昌路滦水道,665路,22,"117.220156,39.090308",
BV11040860,南楼地铁站,665路,23,"117.223846,39.095039",
BV10041196,东楼,665路,24,"117.223305,39.100266",
BV10040801,下瓦房地铁站,665路,25,"117.223518,39.104095",
BV11109958,福建路站,665路,26,"117.224792,39.106189",
BV10041966,怡安温泉公寓,665路,27,"117.235488,39.111772",
BV10041335,大直沽三号路,665路,28,"117.238473,39.111659",
BV10040606,河东体育场,665路,29,"117.241497,39.114831",
BV11430236,津塘路地铁站,665路,30,"117.242381,39.117271",
BV10040838,东风立交桥,665路,31,"117.24657,39.126773",
BV10522097,天津七中,665路,32,"117.240993,39.130162",
BV10779372,唐家口,665路,33,"117.231911,39.130671",
BV10779371,长征路,665路,34,"117.23317,39.136505",
BV10700930,中北里,665路,35,"117.235352,39.139844",
BV10040928,常州道,665路,36,"117.235321,39.147075",
BV10041453,秀山花园,665路,37,"117.23769,39.150065",
BV10041448,玉山里,665路,38,"117.241623,39.150012",
BV10041449,乐东南里,665路,39,"117.247587,39.149648",
BV10041450,临营西里,665路,40,"117.252326,39.149683",
BV10044511,凤凰路,665路,41,"117.255032,39.152318",
BV10995450,天津西站公交站,687路,1,"117.165972,39.156372",
BV10041042,大丰桥,687路,2,"117.168892,39.151524",
BV10041041,先春园,687路,3,"117.17054,39.148365",
BV10041049,西马路,687路,4,"117.16983,39.146534",
BV10041040,铃铛阁,687路,5,"117.166988,39.146506",
BV10041606,康华里,687路,6,"117.163665,39.144931",
BV10041548,西关大街,687路,7,"117.163418,39.142003",
BV10041544,瑞德里,687路,8,"117.163319,39.13948",
BV10041660,西市大街,687路,9,"117.161886,39.131937",
BV10040810,南丰路,687路,10,"117.164931,39.126541",
BV09136979,清新园站,687路,11,"117.165982,39.123022",
BV10041658,义兴南里,687路,12,"117.16497,39.120865",
BV10041237,南丰里,687路,13,"117.161247,39.119026",
BV10041236,世通大厦,687路,14,"117.158928,39.116845",
BV10041235,卧龙里,687路,15,"117.155794,39.115877",
BV11042553,鞍山西道地铁站,687路,16,"117.149384,39.114258",
BV11042131,天拖地铁站,687路,17,"117.149375,39.109952",
BV09053275,一中心医院地铁站,687路,18,"117.149407,39.104621",
BV09196111,王顶堤立交桥南,687路,19,"117.149382,39.094557",
BV09053274,红旗南路地铁站,687路,20,"117.147544,39.09276",
BV09247247,王顶堤地铁站,687路,21,"117.141341,39.092817",
BV10041657,久华里,687路,22,"117.134019,39.08974",
BV10041674,华苑地铁站,687路,23,"117.127924,39.086866",
BV10041297,地华里,687路,24,"117.127357,39.084896",
BV10041296,中孚路,687路,25,"117.129295,39.083733",
BV10041282,华苑雅士道,687路,26,"117.134457,39.082192",
BV10041656,天华里,687路,27,"117.136734,39.080681",
BV10041285,居华里,687路,28,"117.142708,39.077492",
BV10041662,理工大学北门,687路,29,"117.134247,39.072212",
BV10041661,师范大学北门,687路,30,"117.129494,39.072174",
BV10401830,天津教育招生考试院,687路,31,"117.122551,39.072182",
BV10696834,大学城地铁站,687路,32,"117.111936,39.072183",
BV09256346,临时站,687路,33,"117.104837,39.068946",
BV10946904,工业大学西苑公寓,687路,34,"117.104838,39.064665",
BV11501321,工西路慧学道,687路,35,"117.104848,39.060451",
BV10445152,工业大学附属小学,687路,36,"117.104848,39.055725",
BV10041668,创源道,687路,37,"117.105316,39.050343",
BV10041667,卓尔国际商贸城,687路,38,"117.107407,39.045982",
BV10849511,毛条桥,687路,39,"117.106522,39.04105",
BV11661707,民兴路乾华道,687路,40,"117.105693,39.037766",
BV10403734,荣华桥,687路,41,"117.105095,39.032871",
BV10946966,精武镇公交站,687路,42,"117.105043,39.029784",
BV10043945,茶淀示范镇,402路(临时),1,"117.771973,39.23431",
BV10043948,旭辉朗悦湾,402路(临时),2,"117.773888,39.235687",
BV10043944,茶淀馨苑一号门,402路(临时),3,"117.773148,39.238682",
BV10042648,汉沽检察院,402路(临时),4,"117.777595,39.241169",
BV10042658,汉沽法院,402路(临时),5,"117.781927,39.241159",
BV10042873,新澳花园,402路(临时),6,"117.785904,39.241161",
BV10829976,三明里,402路(临时),7,"117.789368,39.242168",
BV10829975,汉沽六中,402路(临时),8,"117.790703,39.244797",
BV11028080,二经路三纬路,402路(临时),9,"117.794014,39.245541",
BV10043947,二经路,402路(临时),10,"117.794024,39.248009",
BV10043946,河西公园,402路(临时),11,"117.797508,39.248592",
BV10042645,汉沽医院,402路(临时),12,"117.79866,39.245708",
BV10042776,河西一小,402路(临时),13,"117.79862,39.24196",
BV10040361,汉沽百货大楼,402路(临时),14,"117.808507,39.24138",
BV10040380,汉沽建行,402路(临时),15,"117.809036,39.24527",
BV10040860,汉沽邮政局,402路(临时),16,"117.809082,39.249588",
BV10040861,金佰汇商厦,402路(临时),17,"117.809049,39.252639",
BV10040862,汉沽一中,402路(临时),18,"117.810095,39.254319",
BV10042955,汉沽广播电视中心,402路(临时),19,"117.815033,39.254738",
BV10042774,水泵公寓,402路(临时),20,"117.81601,39.252235",
BV10042773,汉沽红霞里,402路(临时),21,"117.81633,39.249001",
BV10043097,汉沽交通运输管理局,402路(临时),22,"117.81649,39.244671",
BV10040879,功达集团,402路(临时),23,"117.815938,39.240599",
BV10040880,四季花苑,402路(临时),24,"117.817024,39.238644",
BV10040881,汉沽建设路,402路(临时),25,"117.821304,39.237862",
BV10040882,荣达馨园,402路(临时),26,"117.824532,39.237244",
BV11675256,汉沽规划展览馆,402路(临时),27,"117.828025,39.236593",
BV11669099,梧桐苑,402路(临时),28,"117.827042,39.226877",
BV10979480,汉沽新城公交站,402路(临时),29,"117.832419,39.230626",
BV09266633,乌江北里公交站,335路(临时),1,"117.251808,39.167725",
BV10042088,义江里,335路(临时),2,"117.252112,39.164819",
BV10042087,开江南里,335路(临时),3,"117.25139,39.160318",
BV09066346,涪江南里,335路(临时),4,"117.246046,39.161176",
BV10040569,靖江桥,335路(临时),5,"117.245385,39.162905",
BV11171124,月牙河地铁站,335路(临时),6,"117.245904,39.164794",
BV10040305,东马路,646路,1,"117.187695,39.145833",
BV10702454,北城街,646路,2,"117.18862,39.144258",
BV10040562,城厢东路,646路,3,"117.185781,39.143242",
BV10702453,鼓楼东,646路,4,"117.186096,39.140316",
BV10041077,南市食品街,646路,5,"117.185373,39.13418",
BV10041076,南门外大街,646路,6,"117.183416,39.130148",
BV11245257,陞安大街,646路,7,"117.180286,39.126714",
BV11296200,海光寺,646路,8,"117.180122,39.125087",
BV11430231,海光寺地铁站,646路,9,"117.177795,39.122265",
BV10040809,南开三马路,646路,10,"117.171377,39.124596",
BV10040810,南丰路,646路,11,"117.166607,39.125864",
BV10040811,凯立家园,646路,12,"117.157682,39.129657",
BV11038082,宜宾道地铁站,646路,13,"117.14941,39.124653",
BV10041043,西湖道,646路,14,"117.149412,39.120201",
BV11042553,鞍山西道地铁站,646路,15,"117.149384,39.114258",
BV11042131,天拖地铁站,646路,16,"117.149375,39.109952",
BV10895723,天拖大楼,646路,17,"117.149384,39.107483",
BV11143332,第二冷冻厂,646路,18,"117.144028,39.106201",
BV09224580,保盈里站,646路,19,"117.138443,39.105988",
BV10841526,华宁道,646路,20,"117.13591,39.10429",
BV10998945,盈江西里,646路,21,"117.135925,39.101437",
BV10841528,王顶堤卫生院站,646路,22,"117.141518,39.100437",
BV10044737,王姑娘庄,306路,1,"117.180221,39.037496",
BV10044736,育水佳苑,306路,2,"117.18053,39.040004",
BV10444755,九十五中学,306路,3,"117.195482,39.040213",
BV11296208,高庄子,306路,4,"117.195464,39.043802",
BV11296184,小倪庄,306路,5,"117.195055,39.051835",
BV10041819,王兰庄,306路,6,"117.193993,39.058181",
BV09053294,丽江道地铁站,306路,7,"117.193738,39.060718",
BV10040537,中石油桥,306路,8,"117.187271,39.068454",
BV10040284,李七庄,306路,9,"117.184837,39.071606",
BV11427425,奥体道,306路,10,"117.183678,39.074341",
BV11296199,体育中心东,306路,11,"117.182886,39.077096",
BV10041640,体育中心北,306路,12,"117.17546,39.079375",
BV10042128,宾水西道,306路,13,"117.172661,39.077639",
BV10044735,体育中心公交站,306路,14,"117.172661,39.073247",
BV11694292,政务服务办,108路,1,"117.680743,38.998963",
BV10550080,高铁滨海站,108路,2,"117.683368,39.005026",
BV10041915,公安街,108路,3,"117.680153,39.009106",
BV10040140,新华书店,108路,4,"117.673388,39.014883",
BV10040141,巨川金海岸,108路,5,"117.67038,39.015587",
